machine_id,machine_count,avg_T_in,std_T_in,avg_T_out,std_T_out,avg_RPM,std_RPM,avg_Vibration,std_Vibration,cycle_time,throughput,energy_consumption,estimated_travel_distance,timestamp
machine_1,3,24.447222222222223,5.487622239140206,399.7138888888889,27.07295126934075,19784.755,923.855111964413,0.30833333333333335,0.09535023160258535,8.886583333333334,405.10507412860204,19.784755,100,1743930182.221157
machine_2,3,26.850555555555555,2.9515597989730074,396.40277777777777,26.226525547314694,19788.278333333332,759.6525697042913,0.2727777777777778,0.101642377183467,9.334138888888889,385.6809977710257,19.78827833333333,100,1743930182.2217631
machine_3,3,26.723333333333333,4.916755931393065,413.35055555555556,39.328093220470585,20290.31111111111,1369.9324848444535,0.27666666666666667,0.1442220510185596,9.478172222222224,379.8200661051034,20.290311111111112,100,1743930182.222194
machine_1,3,25.241666666666667,4.6434341338663945,396.5855555555556,36.19391404062631,19993.29111111111,966.0479791218612,0.29055555555555557,0.06761592697173435,9.014188888888889,399.3703753465216,19.99329111111111,100,1743930182.341176
machine_2,3,26.891111111111112,3.2337008191319003,391.3811111111111,23.537314084682375,19609.19,667.7205405540385,0.295,0.07073031724640981,9.292033333333334,387.42865752382863,19.609189999999998,100,1743930182.341409
machine_3,3,20.81388888888889,6.133629647632875,402.1911111111111,32.53565341605846,20353.81333333333,884.1186756689773,0.28944444444444445,0.10151476204759703,8.18468888888889,439.8456739005894,20.35381333333333,100,1743930182.3416471
machine_1,3,24.8065,5.356954615264161,402.358,27.30014095201708,19884.410499999998,932.9234795387831,0.3035,0.09210184580126503,8.98488,400.67313085984455,19.884410499999998,100,1743930192.229242
machine_2,3,26.369,3.26652093212335,398.1385,25.42031496166009,19800.7385,721.9612652578736,0.28,0.09944847912361456,9.255185,388.97115508766166,19.8007385,100,1743930192.230038
machine_3,3,25.3705,6.219326711952026,415.7505,39.556192748418034,20220.267,1345.8252979495517,0.28150000000000003,0.1375963298929154,9.231605,389.96469194685,20.220267,100,1743930192.230859
machine_1,3,24.843,4.687729834365458,398.62,34.968948511500884,20157.908,1044.9704943853676,0.2945,0.06888214572732182,8.9548,402.0190289007013,20.157908,100,1743930192.348023
machine_2,3,27.1065,3.136860333199424,392.5915,26.65154428452505,19683.714,776.090400819389,0.312,0.08465222974027323,9.347215,385.1414565728936,19.683714000000002,100,1743930192.3486059
machine_3,3,21.027,6.038455183240163,401.586,30.944972838895815,20386.042,897.4705623227982,0.276,0.11056219968868203,8.221260000000001,437.88908269535324,20.386042000000003,100,1743930192.349236
machine_1,3,24.25409090909091,5.411472374914503,400.35045454545457,28.798759202638756,19878.49227272727,889.7906662495594,0.30636363636363634,0.09192612916434856,8.854322727272727,406.5810690309972,19.87849227272727,100,1743930202.236593
machine_2,3,26.55409090909091,3.1710432167734055,398.9381818181818,24.36983859318422,19760.664545454547,745.4123759840909,0.2786363636363636,0.0952172374838169,9.3002,387.0884497107589,19.760664545454546,100,1743930202.2373471
machine_3,3,25.56909090909091,6.112472278495167,411.8413636363636,39.72294050905535,20088.673636363637,1349.1007370889874,0.2777272727272727,0.13204447660410826,9.232231818181818,389.9382154713895,20.088673636363637,100,1743930202.2377532
machine_1,3,24.533181818181816,4.784348902566325,397.89954545454543,33.49223145708877,20062.68409090909,1147.3288105011534,0.2927272727272727,0.07447890599368742,8.885631818181817,405.1484546809226,20.06268409090909,100,1743930202.35303
machine_2,3,26.835454545454546,3.1209609931335507,392.8459090909091,26.056118049508395,19750.636818181818,778.114009637676,0.3018181818181818,0.0877308053928381,9.29555,387.28208658981987,19.750636818181817,100,1743930202.353399
machine_3,3,20.875,5.964501617524681,402.6645454545455,30.36623973597125,20311.377272727274,887.9623943111236,0.2722727272727273,0.10608452111328358,8.201645454545455,438.93631100632797,20.311377272727274,100,1743930202.3541949
machine_1,3,23.66,0.0,421.79,0.0,20276.26,0.0,0.11,0.0,8.9499,402.2391311634767,20.276259999999997,100,1743930205.8170938
machine_2,3,29.66,0.0,403.42,0.0,18767.6,0.0,0.4,0.0,9.9662,361.22092673235534,18.767599999999998,100,1743930205.8171399
machine_3,3,15.68,0.0,388.3,0.0,21764.08,0.0,0.63,0.0,7.019,512.893574583274,21.764080000000003,100,1743930205.817182
machine_1,3,37.12,0.0,467.31,0.0,19759.21,0.0,0.21,0.0,12.0971,297.59198485587456,19.75921,100,1743930205.9481301
machine_2,3,32.86,0.0,387.68,0.0,20688.28,0.0,0.23,0.0,10.4488,344.53717173263914,20.68828,100,1743930205.948171
machine_3,3,20.92,0.0,479.35,0.0,19772.72,0.0,0.26,0.0,8.977500000000001,401.0025062656641,19.772720000000003,100,1743930205.94821
machine_1,3,26.36,2.6999999999999993,410.97,10.820000000000022,21099.495,823.2350000000006,0.18,0.07,9.3817,383.725763987337,21.099495,100,1743930215.824818
machine_2,3,28.325,1.3350000000000009,416.54,13.120000000000005,19887.805,1120.205,0.345,0.05500000000000002,9.830400000000001,366.21093749999994,19.887805,100,1743930215.825021
machine_3,3,13.985,1.6950000000000003,357.27,31.03,19731.105000000003,2032.9750000000004,0.41500000000000004,0.215,6.3697,565.1757539601551,19.731105000000003,100,1743930215.8251772
machine_1,3,28.424999999999997,8.694999999999999,448.28499999999997,19.025000000000006,20203.36,444.14999999999964,0.27,0.06000000000000001,10.16785,354.05715072507957,20.20336,100,1743930215.955046
machine_2,3,32.61,0.25,378.5,9.180000000000007,20284.36,403.9200000000001,0.33,0.09999999999999999,10.307,349.27719025904725,20.28436,100,1743930215.955202
machine_3,3,19.515,1.4050000000000011,441.77,37.58000000000001,19942.235,169.51499999999942,0.305,0.044999999999999984,8.3207,432.6559063540327,19.942235,100,1743930215.955344
machine_1,3,26.67,0.0,443.55,0.0,19624.37,0.0,0.42,0.0,9.7695,368.49378166743435,19.62437,100,1743930219.4413471
machine_2,3,24.14,0.0,408.6,0.0,19317.86,0.0,0.22,0.0,8.914000000000001,403.8590980480143,19.31786,100,1743930219.441395
machine_3,3,23.25,0.0,366.15,0.0,21606.95,0.0,0.36,0.0,8.3115,433.13481321061175,21.60695,100,1743930219.441442
machine_1,3,28.15,0.0,370.96,0.0,20425.13,0.0,0.34,0.0,9.3396,385.45547989207245,20.425130000000003,100,1743930219.615357
machine_2,3,20.0,0.0,389.49,0.0,20424.84,0.0,0.25,0.0,7.8949,455.99057619475866,20.42484,100,1743930219.615401
machine_3,3,31.95,0.0,417.66,0.0,22662.1,0.0,0.52,0.0,10.566600000000001,340.69615581170854,22.6621,100,1743930219.6154392
machine_1,3,29.835,3.164999999999999,408.59000000000003,34.96000000000001,19942.655,318.28499999999985,0.32,0.09999999999999999,10.052900000000001,358.10562126351596,19.942655,100,1743930229.4491992
machine_2,3,25.273333333333333,1.3169999578165863,423.06,10.227140362779798,20721.816666666666,1100.585956186774,0.27,0.07071067811865475,9.285266666666667,387.7109973506415,20.721816666666665,100,1743930229.449653
machine_3,3,28.083333333333332,3.8534169541099783,387.0966666666667,36.72617353090603,20770.920000000002,601.0398543080706,0.32666666666666666,0.03399346342395188,9.487633333333335,379.4413078077075,20.770920000000004,100,1743930229.450068
machine_1,3,24.535,3.6149999999999984,389.49,18.53,20236.655,188.47500000000036,0.265,0.07500000000000001,8.8019,409.0026017109942,20.236655,100,1743930229.622436
machine_2,3,18.945,1.0549999999999997,408.185,18.694999999999993,19928.05,496.7900000000009,0.35,0.1,7.870850000000001,457.3838911934543,19.92805,100,1743930229.622803
machine_3,3,28.445,3.504999999999999,405.78,11.880000000000024,21683.01,979.0900000000001,0.475,0.04500000000000001,9.7468,369.3519924488037,21.68301,100,1743930229.623153
machine_1,3,28.017500000000002,3.6737064049812145,421.0925,28.84038520460502,19719.6325,571.4132534066302,0.28500000000000003,0.08015609770940697,9.814425,366.80702129773266,19.7196325,100,1743930239.457825
machine_2,3,26.622500000000002,2.6003112794432908,422.17,8.990111234017062,20436.425,1073.6909683074548,0.275,0.06184658438426491,9.5462,377.11340638159686,20.436425,100,1743930239.4583418
machine_3,3,27.8725,3.3570774119760776,392.795,33.301980046237496,20831.6325,531.031734285956,0.325,0.02958039891549807,9.50245,378.84966508637245,20.8316325,100,1743930239.458785
machine_1,3,24.5125,3.2161185845674276,386.6975,16.43568126820425,19654.225,1008.3276909442683,0.22,0.07968688725254615,8.769475,410.5148825898928,19.654225,100,1743930239.630015
machine_2,3,22.395,3.6430516054538673,397.875,18.06156485468521,19752.6525,645.1454228069435,0.28500000000000003,0.14309088021254185,8.45775,425.6451183825485,19.7526525,100,1743930239.630229
machine_3,3,24.425,6.602327241208209,377.9875,41.77891655787643,20622.105,1280.0160515692762,0.4225,0.10473180032826707,8.664875,415.4705059218973,20.622105,100,1743930239.630433
machine_1,3,24.54,0.0,446.04,0.0,18969.58,0.0,0.25,0.0,9.368400000000001,384.27052645062116,18.96958,100,1743930701.155604
machine_2,3,22.23,0.0,412.05,0.0,19447.89,0.0,0.29,0.0,8.566500000000001,420.24163894239183,19.44789,100,1743930701.155652
machine_3,3,22.58,0.0,424.37,0.0,18912.32,0.0,0.52,0.0,8.7597,410.97297852666185,18.91232,100,1743930701.155694
machine_1,3,30.89,0.0,425.87,0.0,18750.08,0.0,0.35,0.0,10.436700000000002,344.9366178964615,18.75008,100,1743930773.9994812
machine_2,3,25.33,0.0,397.83,0.0,18658.6,0.0,0.55,0.0,9.0443,398.0407549506319,18.6586,100,1743930773.999527
machine_3,3,22.76,0.0,367.15,0.0,21871.09,0.0,0.19,0.0,8.223500000000001,437.7698060436553,21.871090000000002,100,1743930773.999569
machine_1,3,18.29,0.0,356.32,0.0,19569.83,0.0,0.4,0.0,7.2212,498.53209992798986,19.569830000000003,100,1743930782.264506
machine_2,3,21.12,0.0,385.9,0.0,19498.99,0.0,0.23,0.0,8.083,445.37919089446984,19.498990000000003,100,1743930782.264553
machine_3,3,29.19,0.0,431.9,0.0,20998.68,0.0,0.43,0.0,10.157,354.43536477306293,20.99868,100,1743930782.264596
machine_1,3,29.37,0.0,382.59,0.0,18469.97,0.0,0.08,0.0,9.6999,371.1378467819256,18.46997,100,1743930799.7270389
machine_2,3,25.37,0.0,409.64,0.0,18996.46,0.0,0.36,0.0,9.1704,392.56739073540956,18.99646,100,1743930799.727085
machine_3,3,9.87,0.0,391.82,0.0,19856.09,0.0,0.08,0.0,5.8922,610.9772241268117,19.856090000000002,100,1743930799.727127
machine_1,3,17.23,0.0,380.5,0.0,20319.72,0.0,0.22,0.0,7.251,496.4832436905254,20.31972,100,1743930854.709451
machine_2,3,19.51,0.0,432.96,0.0,19658.29,0.0,0.35,0.0,8.2316,437.33903493852955,19.65829,100,1743930854.709496
machine_3,3,33.55,0.0,340.39,0.0,22013.0,0.0,0.55,0.0,10.113900000000001,355.9457775932133,22.013,100,1743930854.7095392
machine_1,3,29.99,0.0,379.53,0.0,21186.61,0.0,0.31,0.0,9.7933,367.59825595049676,21.18661,100,1743930868.90323
machine_2,3,26.41,0.0,440.18,0.0,20242.34,0.0,0.21,0.0,9.683800000000002,371.7548896094508,20.242340000000002,100,1743930868.9032772
machine_3,3,23.1,0.0,411.92,0.0,18223.41,0.0,0.45,0.0,8.7392,411.9370194068107,18.22341,100,1743930868.903321
machine_1,3,28.28,0.0,400.43,0.0,19410.41,0.0,0.29,0.0,9.6603,372.65923418527376,19.41041,100,1743930961.997757
machine_2,3,27.97,0.0,450.6,0.0,20998.45,0.0,0.31,0.0,10.100000000000001,356.4356435643564,20.998450000000002,100,1743930961.997799
machine_3,3,10.66,0.0,427.76,0.0,20106.48,0.0,0.12,0.0,6.409599999999999,561.657513729406,20.10648,100,1743930961.997837
machine_1,3,22.76,0.0,415.36,0.0,20716.22,0.0,0.22,0.0,8.7056,413.526925197574,20.71622,100,1743930962.237629
machine_2,3,25.07,0.0,372.21,0.0,19582.64,0.0,0.2,0.0,8.7361,412.083195018372,19.58264,100,1743930962.2376692
machine_3,3,18.26,0.0,404.74,0.0,18779.3,0.0,0.41,0.0,7.699400000000001,467.568901472842,18.7793,100,1743930962.237706
machine_1,3,27.380000000000003,0.9000000000000004,406.295,5.865000000000009,18484.25,926.1599999999999,0.31,0.020000000000000018,9.53895,377.40002830500214,18.48425,100,1743930972.005366
machine_2,3,22.71,5.26,430.69500000000005,19.905,20498.32,500.130000000001,0.245,0.065,8.848950000000002,406.82792873730773,20.49832,100,1743930972.0054789
machine_3,3,13.425,2.7650000000000006,426.885,0.875,18541.14,1565.3400000000001,0.305,0.185,6.95385,517.6988287064,18.54114,100,1743930972.005568
machine_1,3,22.6,0.16000000000000014,407.735,7.625,20810.63,94.40999999999985,0.33,0.11,8.59735,418.73367956405167,20.81063,100,1743930972.245661
machine_2,3,23.6,1.4700000000000006,383.89,11.680000000000007,19350.629999999997,232.01000000000022,0.255,0.05499999999999999,8.558900000000001,420.6147986306651,19.35063,100,1743930972.246028
machine_3,3,22.945,4.684999999999999,410.46500000000003,5.724999999999994,18818.91,39.61000000000058,0.4,0.009999999999999981,8.693650000000002,414.0953454532905,18.81891,100,1743930972.2463748
machine_1,3,27.2175,0.6609982980310921,402.7325,14.629373491370025,18951.9825,974.8522325813021,0.2875,0.059319052588523366,9.470825000000001,380.11472073446606,18.9519825,100,1743930982.0119429
machine_2,3,27.005,6.454089788653394,407.07500000000005,27.62081687785501,20027.2875,589.1652589204067,0.2625,0.0649519052838329,9.47175,380.07759917649855,20.0272875,100,1743930982.0120718
machine_3,3,21.115000000000002,8.17367879231867,408.97749999999996,47.94410723696917,19518.1825,1496.6065447935036,0.33,0.14916433890176298,8.312775,433.0683796927019,19.518182499999998,100,1743930982.012192
machine_1,3,22.247500000000002,3.8749927419286867,392.1175,19.56509184108268,20172.34,729.0033735175717,0.31,0.08154753215150046,8.370675,430.0728435878827,20.172340000000002,100,1743930982.2541819
machine_2,3,24.9225,2.9428844268846173,379.5125,15.663620869709533,19063.1825,487.0285935330179,0.25,0.05049752469181038,8.779625000000001,410.0402921537081,19.0631825,100,1743930982.2546308
machine_3,3,23.7025,4.52245715844827,416.15250000000003,13.717888640384869,20153.8325,1494.5873493606018,0.4475,0.09443913383762051,8.902025,404.4023691238791,20.1538325,100,1743930982.2550662
machine_1,3,26.40142857142857,1.6144475266562648,401.69428571428574,20.3727562180076,19779.432857142856,1297.7883636591057,0.2857142857142857,0.06758214955722784,9.297228571428573,387.21216460819346,19.779432857142858,100,1743930992.073621
machine_2,3,26.99142857142857,5.21097311606254,409.6357142857143,24.488581512406885,19832.592857142856,800.0973136119004,0.2742857142857143,0.06651683843898752,9.494642857142857,379.16118111717134,19.832592857142856,100,1743930992.0738611
machine_3,3,24.75857142857143,7.837950585947521,397.71,39.54919251478376,19350.482857142855,1251.404702366953,0.32285714285714284,0.15862933305704355,8.928814285714285,403.1890332582954,19.350482857142854,100,1743930992.074168
machine_1,3,22.151666666666667,3.1857098458934114,410.1616666666667,30.465410668858905,20341.18,770.2515579774353,0.30833333333333335,0.07151145984308312,8.53195,421.9434009810184,20.34118,100,1743930992.2567239
machine_2,3,24.881666666666668,2.7977098769449915,381.92,15.428594664885507,19061.006666666668,404.104441766674,0.24833333333333335,0.04219662967057387,8.795533333333335,409.2986591679109,19.061006666666668,100,1743930992.2568161
machine_3,3,23.63,3.8625898047812424,410.6816666666667,13.886486736712387,20053.268333333333,1272.3126617622552,0.41833333333333333,0.10478814606412098,8.832816666666666,407.57100887033016,20.053268333333335,100,1743930992.2568939
