timestamp,machine,event,sensor_data
66.67068121729,Machine_2,production,"{'temperature': 81.48, 'vibration': 0.34}"
72.02240106386279,Machine_1,production,"{'temperature': 77.39, 'vibration': 0.51}"
72.22844208526938,Machine_2,production,"{'temperature': 70.54, 'vibration': 0.55}"
74.1994355950248,Machine_3,production,"{'temperature': 94.82, 'vibration': 0.37}"
81.40166576575376,Machine_1,production,"{'temperature': 66.11, 'vibration': 0.79}"
81.79158128199347,Machine_2,production,"{'temperature': 81.21, 'vibration': 0.1}"
82.24428665221566,Machine_3,production,"{'temperature': 97.16, 'vibration': 0.89}"
86.88896499392263,Machine_2,production,"{'temperature': 62.32, 'vibration': 0.89}"
88.78185727922897,Machine_3,production,"{'temperature': 79.44, 'vibration': 0.16}"
90.29479815890656,Machine_1,production,"{'temperature': 65.14, 'vibration': 0.53}"
92.31723225426202,Machine_2,production,"{'temperature': 94.9, 'vibration': 0.48}"
96.62008130360684,Machine_1,production,"{'temperature': 89.2, 'vibration': 0.28}"
97.61102942576392,Machine_3,production,"{'temperature': 86.0, 'vibration': 0.49}"
5.125053776113335,Machine_2,production,"{'temperature': 68.93, 'vibration': 0.76}"
6.3751465918455965,Machine_3,production,"{'temperature': 63.48, 'vibration': 0.48}"
6.3751465918455965,Machine_3,breakdown,
8.19713399228942,Machine_1,production,"{'temperature': 80.21, 'vibration': 0.12}"
10.249698491060009,Machine_3,repaired,
14.585951614637562,Machine_2,production,"{'temperature': 68.82, 'vibration': 0.63}"
16.446556181187034,Machine_1,production,"{'temperature': 92.23, 'vibration': 0.73}"
17.974405894076092,Machine_3,production,"{'temperature': 98.29, 'vibration': 0.4}"
17.974405894076092,Machine_3,breakdown,
19.618445413027867,Machine_2,production,"{'temperature': 93.9, 'vibration': 0.64}"
21.361271401409947,Machine_3,repaired,
22.22395368024594,Machine_1,production,"{'temperature': 98.92, 'vibration': 0.44}"
28.267104346496957,Machine_2,production,"{'temperature': 84.74, 'vibration': 0.88}"
29.04241185868345,Machine_3,production,"{'temperature': 61.83, 'vibration': 0.31}"
31.370977001510916,Machine_1,production,"{'temperature': 69.31, 'vibration': 0.19}"
34.44137174330159,Machine_3,production,"{'temperature': 74.59, 'vibration': 0.43}"
36.78996352757157,Machine_2,production,"{'temperature': 97.47, 'vibration': 0.68}"
39.54939922283292,Machine_1,production,"{'temperature': 89.17, 'vibration': 0.25}"
40.77626085354716,Machine_3,production,"{'temperature': 85.6, 'vibration': 0.6}"
42.645656768562056,Machine_2,production,"{'temperature': 91.04, 'vibration': 0.31}"
42.645656768562056,Machine_2,breakdown,
46.90746896079838,Machine_2,repaired,
49.497015976015895,Machine_1,production,"{'temperature': 68.44, 'vibration': 0.95}"
49.990520454496206,Machine_3,production,"{'temperature': 86.22, 'vibration': 0.46}"
53.2461733406769,Machine_2,production,"{'temperature': 70.6, 'vibration': 0.32}"
56.07040538000828,Machine_1,production,"{'temperature': 83.38, 'vibration': 0.91}"
57.2847797174332,Machine_3,production,"{'temperature': 99.9, 'vibration': 0.56}"
57.2847797174332,Machine_3,breakdown,
59.559881383291575,Machine_2,production,"{'temperature': 64.39, 'vibration': 0.66}"
60.47324521913214,Machine_3,repaired,
62.167009175794696,Machine_1,production,"{'temperature': 75.26, 'vibration': 1.0}"
65.79088374989192,Machine_3,production,"{'temperature': 94.43, 'vibration': 0.11}"
66.67068121729,Machine_2,production,"{'temperature': 81.48, 'vibration': 0.34}"
72.02240106386279,Machine_1,production,"{'temperature': 77.39, 'vibration': 0.51}"
72.22844208526938,Machine_2,production,"{'temperature': 70.54, 'vibration': 0.55}"
74.1994355950248,Machine_3,production,"{'temperature': 94.82, 'vibration': 0.37}"
81.40166576575376,Machine_1,production,"{'temperature': 66.11, 'vibration': 0.79}"
81.79158128199347,Machine_2,production,"{'temperature': 81.21, 'vibration': 0.1}"
82.24428665221566,Machine_3,production,"{'temperature': 97.16, 'vibration': 0.89}"
86.88896499392263,Machine_2,production,"{'temperature': 62.32, 'vibration': 0.89}"
88.78185727922897,Machine_3,production,"{'temperature': 79.44, 'vibration': 0.16}"
90.29479815890656,Machine_1,production,"{'temperature': 65.14, 'vibration': 0.53}"
92.31723225426202,Machine_2,production,"{'temperature': 94.9, 'vibration': 0.48}"
96.62008130360685,Machine_1,production,"{'temperature': 89.2, 'vibration': 0.28}"
97.61102942576392,Machine_3,production,"{'temperature': 86.0, 'vibration': 0.49}"
100.01371269815931,Machine_2,production,"{'temperature': 68.99, 'vibration': 0.4}"
103.21605040510525,Machine_3,production,"{'temperature': 68.81, 'vibration': 0.16}"
106.16428636114219,Machine_2,production,"{'temperature': 96.22, 'vibration': 0.87}"
106.16428636114219,Machine_2,breakdown,
106.59582808691133,Machine_1,production,"{'temperature': 86.76, 'vibration': 0.29}"
109.36075932416102,Machine_3,production,"{'temperature': 82.84, 'vibration': 0.53}"
110.11630489861817,Machine_2,repaired,
116.06835447042755,Machine_2,production,"{'temperature': 63.88, 'vibration': 0.49}"
116.27339928981468,Machine_1,production,"{'temperature': 89.16, 'vibration': 0.71}"
118.39824431299424,Machine_3,production,"{'temperature': 76.1, 'vibration': 0.41}"
121.76548864557446,Machine_1,production,"{'temperature': 67.61, 'vibration': 0.5}"
123.40347781061092,Machine_2,production,"{'temperature': 69.99, 'vibration': 0.93}"
124.64152598259567,Machine_3,production,"{'temperature': 82.01, 'vibration': 0.15}"
128.15821436890917,Machine_1,production,"{'temperature': 98.76, 'vibration': 0.93}"
132.71022333442008,Machine_2,production,"{'temperature': 79.43, 'vibration': 0.29}"
133.82166390799543,Machine_3,production,"{'temperature': 75.16, 'vibration': 0.99}"
133.98976992192874,Machine_1,production,"{'temperature': 78.2, 'vibration': 0.48}"
138.00340033428097,Machine_2,production,"{'temperature': 82.23, 'vibration': 0.75}"
142.74201691773828,Machine_3,production,"{'temperature': 98.75, 'vibration': 0.62}"
143.96688336939232,Machine_1,production,"{'temperature': 62.29, 'vibration': 0.63}"
144.4869394617538,Machine_2,production,"{'temperature': 66.3, 'vibration': 0.96}"
144.4869394617538,Machine_2,breakdown,
148.2302393056767,Machine_2,repaired,
151.4818947196336,Machine_3,production,"{'temperature': 87.01, 'vibration': 0.31}"
153.23048282963376,Machine_1,production,"{'temperature': 69.85, 'vibration': 0.64}"
156.20541483792684,Machine_2,production,"{'temperature': 83.35, 'vibration': 0.57}"
160.32660740631312,Machine_1,production,"{'temperature': 88.65, 'vibration': 0.31}"
160.9333312902808,Machine_3,production,"{'temperature': 72.0, 'vibration': 0.38}"
162.2267108350445,Machine_2,production,"{'temperature': 78.33, 'vibration': 1.0}"
166.29604686274658,Machine_3,production,"{'temperature': 68.53, 'vibration': 0.34}"
167.59301444054267,Machine_2,production,"{'temperature': 95.17, 'vibration': 0.43}"
168.68505852111298,Machine_1,production,"{'temperature': 88.14, 'vibration': 0.65}"
175.70036773117877,Machine_3,production,"{'temperature': 60.31, 'vibration': 0.84}"
176.76173921374172,Machine_2,production,"{'temperature': 97.56, 'vibration': 0.22}"
176.95494010966664,Machine_1,production,"{'temperature': 82.13, 'vibration': 0.35}"
182.2969191022888,Machine_2,production,"{'temperature': 68.14, 'vibration': 0.67}"
184.01731130600916,Machine_3,production,"{'temperature': 96.21, 'vibration': 0.86}"
184.01731130600916,Machine_3,breakdown,
185.54300104536063,Machine_1,production,"{'temperature': 71.07, 'vibration': 0.1}"
188.71161439626405,Machine_3,repaired,
189.7395783630357,Machine_2,production,"{'temperature': 89.65, 'vibration': 0.6}"
193.72856793186753,Machine_1,production,"{'temperature': 63.01, 'vibration': 0.89}"
194.78792686107738,Machine_2,production,"{'temperature': 93.38, 'vibration': 0.62}"
195.0213907084358,Machine_3,production,"{'temperature': 72.33, 'vibration': 0.91}"
200.42515445748808,Machine_2,production,"{'temperature': 95.96, 'vibration': 0.29}"
201.45651937789515,Machine_1,production,"{'temperature': 91.2, 'vibration': 0.9}"
204.32490361844032,Machine_3,production,"{'temperature': 66.18, 'vibration': 0.94}"
205.93912256584701,Machine_2,production,"{'temperature': 92.43, 'vibration': 0.89}"
205.93912256584701,Machine_2,breakdown,
209.5598269286487,Machine_1,production,"{'temperature': 73.29, 'vibration': 0.94}"
211.88538045286734,Machine_2,repaired,
214.20593378309513,Machine_3,production,"{'temperature': 70.67, 'vibration': 0.81}"
218.8801470705251,Machine_1,production,"{'temperature': 94.34, 'vibration': 0.3}"
220.9391270357393,Machine_2,production,"{'temperature': 72.21, 'vibration': 0.82}"
223.56676769762558,Machine_3,production,"{'temperature': 67.73, 'vibration': 0.4}"
226.05744920924656,Machine_2,production,"{'temperature': 71.16, 'vibration': 0.68}"
226.18166324391981,Machine_1,production,"{'temperature': 81.45, 'vibration': 0.95}"
233.4012132178674,Machine_3,production,"{'temperature': 67.14, 'vibration': 0.97}"
235.96319764523787,Machine_2,production,"{'temperature': 77.38, 'vibration': 0.76}"
236.03366629903095,Machine_1,production,"{'temperature': 80.46, 'vibration': 0.45}"
238.94322595394095,Machine_3,production,"{'temperature': 88.35, 'vibration': 0.1}"
242.30727882972386,Machine_1,production,"{'temperature': 88.78, 'vibration': 0.77}"
243.9942419117686,Machine_2,production,"{'temperature': 62.8, 'vibration': 0.7}"
246.6354859394049,Machine_3,production,"{'temperature': 93.92, 'vibration': 0.75}"
249.12838618863017,Machine_1,production,"{'temperature': 76.34, 'vibration': 0.46}"
250.5638201370604,Machine_2,production,"{'temperature': 76.82, 'vibration': 0.95}"
253.18190925044817,Machine_3,production,"{'temperature': 84.62, 'vibration': 0.37}"
254.76482518392595,Machine_1,production,"{'temperature': 71.48, 'vibration': 0.49}"
258.1839389489346,Machine_3,production,"{'temperature': 78.6, 'vibration': 0.5}"
260.0778478657233,Machine_2,production,"{'temperature': 96.05, 'vibration': 0.82}"
263.0383533024413,Machine_1,production,"{'temperature': 80.62, 'vibration': 0.67}"
265.5018255493489,Machine_2,production,"{'temperature': 90.05, 'vibration': 0.71}"
265.5498698784812,Machine_3,production,"{'temperature': 60.98, 'vibration': 0.32}"
271.4974752129818,Machine_2,production,"{'temperature': 62.91, 'vibration': 0.47}"
272.13047062512464,Machine_1,production,"{'temperature': 87.85, 'vibration': 0.54}"
274.79855835160487,Machine_3,production,"{'temperature': 60.22, 'vibration': 0.78}"
277.4696513966803,Machine_2,production,"{'temperature': 77.01, 'vibration': 0.26}"
280.3314948344226,Machine_3,production,"{'temperature': 62.01, 'vibration': 0.32}"
280.41076068068355,Machine_1,production,"{'temperature': 92.06, 'vibration': 0.7}"
285.059440148899,Machine_2,production,"{'temperature': 98.0, 'vibration': 0.9}"
287.61380396177344,Machine_3,production,"{'temperature': 80.19, 'vibration': 0.85}"
288.38802227303063,Machine_1,production,"{'temperature': 89.75, 'vibration': 0.53}"
293.6558099552788,Machine_2,production,"{'temperature': 85.51, 'vibration': 0.79}"
294.62422096057895,Machine_1,production,"{'temperature': 70.98, 'vibration': 0.17}"
297.09984447793977,Machine_3,production,"{'temperature': 72.79, 'vibration': 0.59}"
300.9827964959899,Machine_1,production,"{'temperature': 87.76, 'vibration': 0.74}"
300.9827964959899,Machine_1,breakdown,
301.7895521401877,Machine_2,production,"{'temperature': 81.7, 'vibration': 0.47}"
303.2561518765807,Machine_3,production,"{'temperature': 96.19, 'vibration': 0.63}"
305.6131939746562,Machine_1,repaired,
308.89026972905486,Machine_2,production,"{'temperature': 75.22, 'vibration': 0.11}"
312.53981203810037,Machine_3,production,"{'temperature': 94.14, 'vibration': 0.96}"
314.44116685524654,Machine_1,production,"{'temperature': 81.85, 'vibration': 0.64}"
317.6576453543518,Machine_2,production,"{'temperature': 77.43, 'vibration': 0.13}"
320.5382750283537,Machine_1,production,"{'temperature': 76.17, 'vibration': 0.25}"
321.27739038299063,Machine_3,production,"{'temperature': 84.89, 'vibration': 0.12}"
326.0533547794936,Machine_2,production,"{'temperature': 61.08, 'vibration': 0.68}"
326.17641401475953,Machine_1,production,"{'temperature': 62.01, 'vibration': 0.44}"
329.09935029811453,Machine_3,production,"{'temperature': 90.45, 'vibration': 0.44}"
332.81064303916605,Machine_1,production,"{'temperature': 70.09, 'vibration': 0.17}"
332.81064303916605,Machine_1,breakdown,
333.36184699975115,Machine_2,production,"{'temperature': 100.0, 'vibration': 0.41}"
337.9683192308562,Machine_1,repaired,
338.2589717238909,Machine_3,production,"{'temperature': 90.17, 'vibration': 0.95}"
342.26801224780564,Machine_2,production,"{'temperature': 66.1, 'vibration': 0.21}"
343.3608718104926,Machine_3,production,"{'temperature': 68.72, 'vibration': 0.73}"
346.22709250707567,Machine_1,production,"{'temperature': 84.29, 'vibration': 0.77}"
349.1998175273316,Machine_3,production,"{'temperature': 98.59, 'vibration': 0.2}"
349.1998175273316,Machine_3,breakdown,
350.08786015745574,Machine_2,production,"{'temperature': 87.09, 'vibration': 0.96}"
353.4476465049104,Machine_3,repaired,
355.3235983786311,Machine_1,production,"{'temperature': 87.62, 'vibration': 0.66}"
358.66293368270306,Machine_2,production,"{'temperature': 94.01, 'vibration': 0.64}"
358.82762889412567,Machine_3,production,"{'temperature': 91.31, 'vibration': 0.41}"
364.1860028033872,Machine_1,production,"{'temperature': 80.24, 'vibration': 0.41}"
365.6804832752159,Machine_3,production,"{'temperature': 64.22, 'vibration': 0.96}"
368.58215544027644,Machine_2,production,"{'temperature': 88.29, 'vibration': 0.49}"
373.29765739383754,Machine_1,production,"{'temperature': 70.8, 'vibration': 0.83}"
374.8240198302282,Machine_3,production,"{'temperature': 77.42, 'vibration': 0.76}"
378.40952409646684,Machine_2,production,"{'temperature': 93.23, 'vibration': 0.18}"
380.71514491325354,Machine_1,production,"{'temperature': 78.59, 'vibration': 0.65}"
384.0825856303249,Machine_3,production,"{'temperature': 94.04, 'vibration': 0.26}"
384.6288412924216,Machine_2,production,"{'temperature': 73.61, 'vibration': 0.89}"
385.858644902104,Machine_1,production,"{'temperature': 60.41, 'vibration': 0.95}"
385.858644902104,Machine_1,breakdown,
391.0101841712025,Machine_2,production,"{'temperature': 79.54, 'vibration': 0.78}"
391.73894355852076,Machine_1,repaired,
393.0717474144654,Machine_3,production,"{'temperature': 91.72, 'vibration': 0.18}"
399.1930502339137,Machine_1,production,"{'temperature': 72.25, 'vibration': 0.62}"
399.2396986699073,Machine_2,production,"{'temperature': 77.02, 'vibration': 0.77}"
401.5306831909414,Machine_3,production,"{'temperature': 70.84, 'vibration': 0.33}"
406.84765988964256,Machine_1,production,"{'temperature': 64.78, 'vibration': 0.58}"
407.49360465819893,Machine_3,production,"{'temperature': 68.66, 'vibration': 0.54}"
407.7539733808361,Machine_2,production,"{'temperature': 80.99, 'vibration': 0.35}"
412.77340910183085,Machine_1,production,"{'temperature': 69.1, 'vibration': 0.26}"
412.77340910183085,Machine_1,breakdown,
413.72456127129146,Machine_2,production,"{'temperature': 70.97, 'vibration': 0.98}"
417.3766397726142,Machine_3,production,"{'temperature': 65.05, 'vibration': 0.88}"
417.9099494589015,Machine_1,repaired,
422.21164823584246,Machine_2,production,"{'temperature': 78.78, 'vibration': 0.5}"
425.7802705570332,Machine_1,production,"{'temperature': 97.64, 'vibration': 0.53}"
426.7402384476069,Machine_3,production,"{'temperature': 62.96, 'vibration': 0.67}"
426.7402384476069,Machine_3,breakdown,
427.46853182176034,Machine_2,production,"{'temperature': 82.51, 'vibration': 0.37}"
430.3370287855015,Machine_3,repaired,
432.7838077682929,Machine_1,production,"{'temperature': 84.25, 'vibration': 0.81}"
433.06078963281766,Machine_2,production,"{'temperature': 78.02, 'vibration': 0.5}"
439.1592460121325,Machine_3,production,"{'temperature': 72.22, 'vibration': 0.66}"
440.396670443944,Machine_1,production,"{'temperature': 97.9, 'vibration': 0.29}"
443.01094593515165,Machine_2,production,"{'temperature': 66.28, 'vibration': 0.26}"
443.01094593515165,Machine_2,breakdown,
446.0216488255632,Machine_2,repaired,
447.8596925395552,Machine_3,production,"{'temperature': 83.75, 'vibration': 0.36}"
448.6988111299042,Machine_1,production,"{'temperature': 88.12, 'vibration': 0.51}"
453.2741673486517,Machine_2,production,"{'temperature': 91.51, 'vibration': 0.66}"
456.3944716889504,Machine_3,production,"{'temperature': 77.01, 'vibration': 0.59}"
458.31836635231696,Machine_1,production,"{'temperature': 93.07, 'vibration': 0.16}"
462.9425096408793,Machine_2,production,"{'temperature': 89.96, 'vibration': 0.61}"
464.8564254153881,Machine_1,production,"{'temperature': 87.55, 'vibration': 0.73}"
465.9365289150134,Machine_3,production,"{'temperature': 79.75, 'vibration': 0.17}"
465.9365289150134,Machine_3,breakdown,
468.5642779317528,Machine_2,production,"{'temperature': 72.89, 'vibration': 0.33}"
468.5642779317528,Machine_2,breakdown,
470.6646435716565,Machine_3,repaired,
472.3587863009777,Machine_1,production,"{'temperature': 83.01, 'vibration': 0.96}"
477.0084780272812,Machine_2,repaired,
480.47419908262066,Machine_3,production,"{'temperature': 61.61, 'vibration': 0.78}"
480.72019422249394,Machine_1,production,"{'temperature': 96.64, 'vibration': 0.26}"
483.3560331571165,Machine_2,production,"{'temperature': 79.67, 'vibration': 0.18}"
488.73174652978906,Machine_3,production,"{'temperature': 86.81, 'vibration': 0.87}"
488.8941178197644,Machine_1,production,"{'temperature': 71.53, 'vibration': 0.95}"
490.02257512544196,Machine_2,production,"{'temperature': 78.19, 'vibration': 0.38}"
496.6446008646233,Machine_1,production,"{'temperature': 76.17, 'vibration': 0.56}"
497.20011489970625,Machine_3,production,"{'temperature': 81.7, 'vibration': 0.47}"
499.87349875948485,Machine_2,production,"{'temperature': 90.26, 'vibration': 0.66}"
504.0090116954646,Machine_3,production,"{'temperature': 81.97, 'vibration': 0.93}"
504.932902797039,Machine_1,production,"{'temperature': 64.86, 'vibration': 0.98}"
505.8912899512362,Machine_2,production,"{'temperature': 66.34, 'vibration': 0.6}"
511.1293901086772,Machine_1,production,"{'temperature': 99.69, 'vibration': 0.92}"
511.35733595764384,Machine_2,production,"{'temperature': 93.29, 'vibration': 0.55}"
512.5002618410755,Machine_3,production,"{'temperature': 70.94, 'vibration': 0.85}"
516.716720854125,Machine_1,production,"{'temperature': 82.05, 'vibration': 0.45}"
518.7189163714512,Machine_3,production,"{'temperature': 95.17, 'vibration': 0.88}"
518.9016960329914,Machine_2,production,"{'temperature': 76.6, 'vibration': 0.94}"
524.2579253120895,Machine_1,production,"{'temperature': 71.31, 'vibration': 0.37}"
527.6689472814668,Machine_3,production,"{'temperature': 79.59, 'vibration': 0.23}"
528.0044433989193,Machine_2,production,"{'temperature': 82.08, 'vibration': 0.59}"
534.2524369782361,Machine_1,production,"{'temperature': 67.55, 'vibration': 0.73}"
534.3945669899318,Machine_3,production,"{'temperature': 91.02, 'vibration': 0.14}"
534.6133301500645,Machine_2,production,"{'temperature': 92.46, 'vibration': 0.45}"
540.4202492085255,Machine_1,production,"{'temperature': 99.23, 'vibration': 0.55}"
540.4202492085255,Machine_1,breakdown,
542.9207063950569,Machine_3,production,"{'temperature': 83.61, 'vibration': 0.88}"
543.7170679086123,Machine_2,production,"{'temperature': 81.04, 'vibration': 0.51}"
545.4294138090575,Machine_1,repaired,
550.1222374439103,Machine_3,production,"{'temperature': 66.17, 'vibration': 0.52}"
550.7669610073441,Machine_2,production,"{'temperature': 87.71, 'vibration': 0.68}"
553.7033204411961,Machine_1,production,"{'temperature': 94.37, 'vibration': 0.44}"
556.8150436141675,Machine_3,production,"{'temperature': 90.38, 'vibration': 0.89}"
556.8150436141675,Machine_3,breakdown,
560.0286676901735,Machine_2,production,"{'temperature': 85.25, 'vibration': 0.93}"
560.0887266028938,Machine_3,repaired,
562.296907567311,Machine_1,production,"{'temperature': 63.94, 'vibration': 0.67}"
567.2585839625094,Machine_3,production,"{'temperature': 87.76, 'vibration': 0.91}"
567.2585839625094,Machine_3,breakdown,
568.7624995238632,Machine_2,production,"{'temperature': 71.73, 'vibration': 0.44}"
569.5153003256195,Machine_1,production,"{'temperature': 82.64, 'vibration': 0.81}"
573.4431578231582,Machine_3,repaired,
574.9101420789194,Machine_1,production,"{'temperature': 84.79, 'vibration': 0.32}"
576.418331114607,Machine_2,production,"{'temperature': 78.45, 'vibration': 0.33}"
580.625730679562,Machine_1,production,"{'temperature': 92.19, 'vibration': 0.91}"
581.4653182718813,Machine_2,production,"{'temperature': 77.67, 'vibration': 0.41}"
582.7973558163825,Machine_3,production,"{'temperature': 76.97, 'vibration': 0.33}"
586.415608789921,Machine_1,production,"{'temperature': 75.39, 'vibration': 0.53}"
588.793440811927,Machine_3,production,"{'temperature': 82.99, 'vibration': 0.99}"
589.6600117836814,Machine_2,production,"{'temperature': 86.33, 'vibration': 0.35}"
594.2752222516747,Machine_1,production,"{'temperature': 89.79, 'vibration': 0.14}"
598.0890092473514,Machine_2,production,"{'temperature': 96.17, 'vibration': 0.36}"
598.6831632348113,Machine_3,production,"{'temperature': 74.09, 'vibration': 0.67}"
601.7588586842941,Machine_1,production,"{'temperature': 88.84, 'vibration': 0.69}"
606.1243342381728,Machine_2,production,"{'temperature': 96.14, 'vibration': 0.68}"
607.0719855279282,Machine_3,production,"{'temperature': 83.18, 'vibration': 0.76}"
607.0719855279282,Machine_3,breakdown,
609.9000992027286,Machine_1,production,"{'temperature': 89.9, 'vibration': 0.26}"
611.2524273344447,Machine_3,repaired,
613.3284501889868,Machine_2,production,"{'temperature': 81.23, 'vibration': 0.92}"
617.5971379976507,Machine_1,production,"{'temperature': 92.99, 'vibration': 0.53}"
619.6133006118032,Machine_2,production,"{'temperature': 73.55, 'vibration': 0.2}"
621.1098752405014,Machine_3,production,"{'temperature': 98.66, 'vibration': 0.87}"
625.3170856868326,Machine_2,production,"{'temperature': 98.69, 'vibration': 0.82}"
626.329934751236,Machine_1,production,"{'temperature': 60.56, 'vibration': 0.58}"
631.009586454411,Machine_3,production,"{'temperature': 86.89, 'vibration': 0.63}"
634.2704955297772,Machine_2,production,"{'temperature': 64.33, 'vibration': 0.31}"
634.2704955297772,Machine_2,breakdown,
634.6940766606048,Machine_1,production,"{'temperature': 82.46, 'vibration': 0.92}"
640.0101618664057,Machine_1,production,"{'temperature': 92.95, 'vibration': 0.92}"
